FIPStxt,State,Area_Name,POVALL_2016
29111,MO,Lewis County,"1,590"
29113,MO,Lincoln County,"6,132"
29115,MO,Linn County,"1,927"
29117,MO,Livingston County,"2,350"
29119,MO,McDonald County,"4,776"
29121,MO,Macon County,"2,416"
29123,MO,Madison County,"2,193"
29125,MO,Maries County,"1,331"
29127,MO,Marion County,"4,000"
29129,MO,Mercer County,498
29131,MO,Miller County,"4,040"
29133,MO,Mississippi County,"3,384"
29135,MO,Moniteau County,"1,696"
29137,MO,Monroe County,"1,298"
29139,MO,Montgomery County,"1,739"
29141,MO,Morgan County,"3,885"
29143,MO,New Madrid County,"4,381"
29145,MO,Newton County,"8,251"
29147,MO,Nodaway County,"3,251"
29149,MO,Oregon County,"2,640"
29151,MO,Osage County,"1,139"
29153,MO,Ozark County,"2,315"
29155,MO,Pemiscot County,"5,198"
29157,MO,Perry County,"1,941"
29159,MO,Pettis County,"6,263"
29161,MO,Phelps County,"8,126"
29163,MO,Pike County,"2,907"
29165,MO,Platte County,"5,915"
29167,MO,Polk County,"5,004"
29169,MO,Pulaski County,"6,044"
29171,MO,Putnam County,837
29173,MO,Ralls County,"1,109"
29175,MO,Randolph County,"3,616"
29177,MO,Ray County,"2,453"
29179,MO,Reynolds County,"1,397"
29181,MO,Ripley County,"3,776"
29183,MO,St. Charles County,"20,198"
29185,MO,St. Clair County,"1,868"
29186,MO,Ste. Genevieve County,"2,069"
29187,MO,St. Francois County,"9,726"
29189,MO,St. Louis County,"90,126"
29195,MO,Saline County,"3,436"
29197,MO,Schuyler County,852
29199,MO,Scotland County,778
29201,MO,Scott County,"7,004"
29203,MO,Shannon County,"2,133"
29205,MO,Shelby County,977
29207,MO,Stoddard County,"5,545"
29209,MO,Stone County,"3,960"
29211,MO,Sullivan County,"1,049"
29213,MO,Taney County,"9,006"
29215,MO,Texas County,"7,130"
29217,MO,Vernon County,"3,498"
29219,MO,Warren County,"3,935"
29221,MO,Washington County,"5,186"
29223,MO,Wayne County,"3,370"
29225,MO,Webster County,"6,189"
29227,MO,Worth County,279
29229,MO,Wright County,"4,355"
29510,MO,St. Louis city,"73,250"
30000,MT,Montana,"136,439"
30001,MT,Beaverhead County,"1,291"
30003,MT,Big Horn County,"3,368"
30005,MT,Blaine County,"1,581"
30007,MT,Broadwater County,604
30009,MT,Carbon County,"1,071"
30011,MT,Carter County,164
30013,MT,Cascade County,"11,333"
30015,MT,Chouteau County,895
30017,MT,Custer County,"1,318"
30019,MT,Daniels County,176
30021,MT,Dawson County,989
30023,MT,Deer Lodge County,"1,574"
30025,MT,Fallon County,262
30027,MT,Fergus County,"1,619"
30029,MT,Flathead County,"11,897"
30031,MT,Gallatin County,"11,526"
30033,MT,Garfield County,181
30035,MT,Glacier County,"3,792"
30037,MT,Golden Valley County,147
30039,MT,Granite County,438
30041,MT,Hill County,"3,140"
30043,MT,Jefferson County,"1,032"
30045,MT,Judith Basin County,259
30047,MT,Lake County,"5,645"
30049,MT,Lewis and Clark County,"6,858"
30051,MT,Liberty County,467
30053,MT,Lincoln County,"3,550"
30055,MT,McCone County,261
30057,MT,Madison County,877
30059,MT,Meagher County,322
30061,MT,Mineral County,737
30063,MT,Missoula County,"17,206"
30065,MT,Musselshell County,790
30067,MT,Park County,"1,877"
30069,MT,Petroleum County,74
30071,MT,Phillips County,631
30073,MT,Pondera County,"1,083"
30075,MT,Powder River County,183
30077,MT,Powell County,929
30079,MT,Prairie County,140
30081,MT,Ravalli County,"5,773"
30083,MT,Richland County,859
30085,MT,Roosevelt County,"2,659"
30087,MT,Rosebud County,"1,525"
30089,MT,Sanders County,"2,005"
30091,MT,Sheridan County,379
30093,MT,Silver Bow County,"5,193"
30095,MT,Stillwater County,784
30097,MT,Sweet Grass County,351
30099,MT,Teton County,824
30101,MT,Toole County,712
30103,MT,Treasure County,71
30105,MT,Valley County,928
30107,MT,Wheatland County,390
30109,MT,Wibaux County,116
30111,MT,Yellowstone County,"13,581"
31000,NE,Nebraska,"208,864"
31001,NE,Adams County,"3,835"
31003,NE,Antelope County,707
31005,NE,Arthur County,56
31007,NE,Banner County,100
31009,NE,Blaine County,75
31011,NE,Boone County,525
31013,NE,Box Butte County,"1,269"
31015,NE,Boyd County,283
31017,NE,Brown County,401
31019,NE,Buffalo County,"5,287"
31021,NE,Burt County,683
31023,NE,Butler County,702
31025,NE,Cass County,"1,920"
31027,NE,Cedar County,803
31029,NE,Chase County,359
31031,NE,Cherry County,685
31033,NE,Cheyenne County,935
31035,NE,Clay County,681
31037,NE,Colfax County,"1,005"
31039,NE,Cuming County,772
31041,NE,Custer County,"1,236"
31043,NE,Dakota County,"2,405"
31045,NE,Dawes County,"1,366"
31047,NE,Dawson County,"2,966"
31049,NE,Deuel County,213
31051,NE,Dixon County,480
31053,NE,Dodge County,"4,131"
31055,NE,Douglas County,"67,359"
31057,NE,Dundy County,223
31059,NE,Fillmore County,540
31061,NE,Franklin County,393
31063,NE,Frontier County,312
31065,NE,Furnas County,656
31067,NE,Gage County,"2,430"
31069,NE,Garden County,308
31071,NE,Garfield County,249
31073,NE,Gosper County,189
31075,NE,Grant County,64
31077,NE,Greeley County,333
31079,NE,Hall County,"7,652"
31081,NE,Hamilton County,697
31083,NE,Harlan County,414
31085,NE,Hayes County,150
31087,NE,Hitchcock County,360
31089,NE,Holt County,"1,063"
31091,NE,Hooker County,56
31093,NE,Howard County,663
31095,NE,Jefferson County,757
31097,NE,Johnson County,520
31099,NE,Kearney County,584
31101,NE,Keith County,"1,019"
31103,NE,Keya Paha County,127
31105,NE,Kimball County,468
31107,NE,Knox County,"1,076"
31109,NE,Lancaster County,"35,993"
31111,NE,Lincoln County,"3,272"
31113,NE,Logan County,79
31115,NE,Loup County,94
31117,NE,McPherson County,60
31119,NE,Madison County,"4,867"
31121,NE,Merrick County,797
31123,NE,Morrill County,775
31125,NE,Nance County,432
31127,NE,Nemaha County,868
31129,NE,Nuckolls County,525
31131,NE,Otoe County,"1,489"
31133,NE,Pawnee County,400
31135,NE,Perkins County,301
31137,NE,Phelps County,827
31139,NE,Pierce County,674
31141,NE,Platte County,"2,920"
31143,NE,Polk County,408
31145,NE,Red Willow County,"1,100"
31147,NE,Richardson County,973
31149,NE,Rock County,186
31151,NE,Saline County,"1,526"
31153,NE,Sarpy County,"10,294"
31155,NE,Saunders County,"1,524"
31157,NE,Scotts Bluff County,"5,645"
31159,NE,Seward County,"1,252"
31161,NE,Sheridan County,831
31163,NE,Sherman County,368
31165,NE,Sioux County,192
31167,NE,Stanton County,449
31169,NE,Thayer County,551
31171,NE,Thomas County,99
31173,NE,Thurston County,"1,777"
31175,NE,Valley County,479
31177,NE,Washington County,"1,405"
31179,NE,Wayne County,997
31181,NE,Webster County,447
31183,NE,Wheeler County,88
31185,NE,York County,"1,357"
32000,NV,Nevada,"407,308"
32001,NV,Churchill County,"3,371"
32003,NV,Clark County,"311,352"
32005,NV,Douglas County,"4,631"
32007,NV,Elko County,"5,329"
32009,NV,Esmeralda County,117
32011,NV,Eureka County,189
32013,NV,Humboldt County,"1,982"
32015,NV,Lander County,674
32017,NV,Lincoln County,675
32019,NV,Lyon County,"6,289"
32021,NV,Mineral County,801
32023,NV,Nye County,"6,724"
32027,NV,Pershing County,847
32029,NV,Storey County,316
32031,NV,Washoe County,"56,064"
32033,NV,White Pine County,"1,220"
32510,NV,Carson City,"6,727"
33000,NH,New Hampshire,"97,753"
33001,NH,Belknap County,"5,949"
33003,NH,Carroll County,"4,896"
33005,NH,Cheshire County,"6,078"
33007,NH,Coos County,"4,072"
33009,NH,Grafton County,"8,463"
33011,NH,Hillsborough County,"31,972"
33013,NH,Merrimack County,"10,532"
33015,NH,Rockingham County,"12,681"
33017,NH,Strafford County,"9,094"
33019,NH,Sullivan County,"4,016"
34000,NJ,New Jersey,"915,390"
34001,NJ,Atlantic County,"37,734"
34003,NJ,Bergen County,"63,789"
34005,NJ,Burlington County,"27,083"
34007,NJ,Camden County,"60,385"
34009,NJ,Cape May County,"10,964"
34011,NJ,Cumberland County,"26,321"
34013,NJ,Essex County,"126,492"
34015,NJ,Gloucester County,"22,402"
34017,NJ,Hudson County,"104,660"
34019,NJ,Hunterdon County,"5,431"
34021,NJ,Mercer County,"39,066"
34023,NJ,Middlesex County,"69,642"
34025,NJ,Monmouth County,"43,866"
34027,NJ,Morris County,"26,615"
34029,NJ,Ocean County,"64,493"
34031,NJ,Passaic County,"85,671"
34033,NJ,Salem County,"7,868"
34035,NJ,Somerset County,"17,318"
34037,NJ,Sussex County,"8,460"
34039,NJ,Union County,"58,425"
34041,NJ,Warren County,"8,708"
35000,NM,New Mexico,"390,461"
35001,NM,Bernalillo County,"107,909"
35003,NM,Catron County,810
35005,NM,Chaves County,"13,974"
35006,NM,Cibola County,"6,712"
35007,NM,Colfax County,"2,525"
35009,NM,Curry County,"9,216"
35011,NM,DeBaca County,378
35013,NM,Dona Ana County,"53,719"
35015,NM,Eddy County,"8,674"
35017,NM,Grant County,"6,308"
35019,NM,Guadalupe County,955
35021,NM,Harding County,95
35023,NM,Hidalgo County,"1,129"
35025,NM,Lea County,"12,179"
35027,NM,Lincoln County,"3,500"
35028,NM,Los Alamos County,720
35029,NM,Luna County,"6,601"
35031,NM,McKinley County,"25,540"
35033,NM,Mora County,"1,130"
35035,NM,Otero County,"12,945"
35037,NM,Quay County,"2,044"
35039,NM,Rio Arriba County,"8,953"
35041,NM,Roosevelt County,"4,006"
35043,NM,Sandoval County,"20,441"
35045,NM,San Juan County,"19,749"
35047,NM,San Miguel County,"6,856"
35049,NM,Santa Fe County,"20,463"
35051,NM,Sierra County,"2,940"
35053,NM,Socorro County,"4,181"
35055,NM,Taos County,"7,354"
35057,NM,Torrance County,"4,001"
35059,NM,Union County,705
35061,NM,Valencia County,"13,746"
36000,NY,New York,"2,843,954"
36001,NY,Albany County,"35,585"
36003,NY,Allegany County,"7,836"
36005,NY,Bronx County,"405,516"
36007,NY,Broome County,"30,417"
36009,NY,Cattaraugus County,"11,014"
36011,NY,Cayuga County,"9,236"
36013,NY,Chautauqua County,"23,921"
36015,NY,Chemung County,"12,390"
36017,NY,Chenango County,"7,248"
36019,NY,Clinton County,"10,701"
36021,NY,Columbia County,"7,519"
36023,NY,Cortland County,"7,230"
36025,NY,Delaware County,"7,613"
36027,NY,Dutchess County,"25,588"
36029,NY,Erie County,"126,912"
36031,NY,Essex County,"4,532"
36033,NY,Franklin County,"8,235"
36035,NY,Fulton County,"7,878"
36037,NY,Genesee County,"6,475"
36039,NY,Greene County,"7,278"
36041,NY,Hamilton County,463
36043,NY,Herkimer County,"9,968"
36045,NY,Jefferson County,"16,468"
36047,NY,Kings County,"535,092"
36049,NY,Lewis County,"4,191"
36051,NY,Livingston County,"8,072"
36053,NY,Madison County,"7,421"
36055,NY,Monroe County,"106,742"
36057,NY,Montgomery County,"9,610"
36059,NY,Nassau County,"82,192"
36061,NY,New York County,"274,651"
36063,NY,Niagara County,"26,152"
36065,NY,Oneida County,"35,553"
36067,NY,Onondaga County,"65,822"
36069,NY,Ontario County,"10,240"
36071,NY,Orange County,"46,624"
36073,NY,Orleans County,"5,905"
36075,NY,Oswego County,"19,549"
36077,NY,Otsego County,"8,124"
36079,NY,Putnam County,"5,844"
36081,NY,Queens County,"307,866"
36083,NY,Rensselaer County,"17,978"
36085,NY,Richmond County,"62,030"
36087,NY,Rockland County,"46,260"
36089,NY,St. Lawrence County,"17,225"
36091,NY,Saratoga County,"14,094"
36093,NY,Schenectady County,"17,158"
36095,NY,Schoharie County,"3,802"
36097,NY,Schuyler County,"2,684"
36099,NY,Seneca County,"4,322"
36101,NY,Steuben County,"12,546"
36103,NY,Suffolk County,"111,341"
36105,NY,Sullivan County,"12,240"
36107,NY,Tioga County,"6,141"
36109,NY,Tompkins County,"17,022"
36111,NY,Ulster County,"23,815"
36113,NY,Warren County,"7,479"
36115,NY,Washington County,"6,479"
36117,NY,Wayne County,"9,296"
36119,NY,Westchester County,"95,327"
36121,NY,Wyoming County,"3,701"
36123,NY,Yates County,"3,340"
37000,NC,North Carolina,"1,523,034"
37001,NC,Alamance County,"25,014"
37003,NC,Alexander County,"5,401"
37005,NC,Alleghany County,"2,203"
37007,NC,Anson County,"5,716"
37009,NC,Ashe County,"4,307"
37011,NC,Avery County,"2,985"
37013,NC,Beaufort County,"8,925"
37015,NC,Bertie County,"4,438"
37017,NC,Bladen County,"8,794"
37019,NC,Brunswick County,"17,406"
37021,NC,Buncombe County,"33,631"
37023,NC,Burke County,"15,310"
37025,NC,Cabarrus County,"21,980"
37027,NC,Caldwell County,"13,697"
37029,NC,Camden County,902
37031,NC,Carteret County,"8,321"
37033,NC,Caswell County,"4,265"
37035,NC,Catawba County,"19,537"
37037,NC,Chatham County,"8,384"
37039,NC,Cherokee County,"5,057"
37041,NC,Chowan County,"2,665"
37043,NC,Clay County,"1,647"
37045,NC,Cleveland County,"19,594"
37047,NC,Columbus County,"13,110"
37049,NC,Craven County,"15,047"
37051,NC,Cumberland County,"59,570"
37053,NC,Currituck County,"2,616"
37055,NC,Dare County,"3,909"
37057,NC,Davidson County,"25,150"
37059,NC,Davie County,"4,820"
37061,NC,Duplin County,"12,418"
37063,NC,Durham County,"47,269"
37065,NC,Edgecombe County,"12,514"
37067,NC,Forsyth County,"62,994"
37069,NC,Franklin County,"9,624"
37071,NC,Gaston County,"33,562"
37073,NC,Gates County,"1,731"
37075,NC,Graham County,"1,675"
37077,NC,Granville County,"8,403"
37079,NC,Greene County,"4,422"
37081,NC,Guilford County,"92,205"
37083,NC,Halifax County,"13,595"
37085,NC,Harnett County,"20,400"
37087,NC,Haywood County,"9,545"
37089,NC,Henderson County,"13,707"
37091,NC,Hertford County,"5,612"
37093,NC,Hoke County,"10,177"
37095,NC,Hyde County,"1,067"
37097,NC,Iredell County,"18,166"
37099,NC,Jackson County,"8,051"
37101,NC,Johnston County,"25,065"
37103,NC,Jones County,"2,088"
37105,NC,Lee County,"9,869"
37107,NC,Lenoir County,"11,637"
37109,NC,Lincoln County,"10,179"
37111,NC,McDowell County,"8,050"
37113,NC,Macon County,"5,585"
37115,NC,Madison County,"3,786"
37117,NC,Martin County,"5,175"
37119,NC,Mecklenburg County,"127,889"
37121,NC,Mitchell County,"2,444"
37123,NC,Montgomery County,"5,655"
37125,NC,Moore County,"10,766"
37127,NC,Nash County,"15,151"
37129,NC,New Hanover County,"37,472"
37131,NC,Northampton County,"4,319"
37133,NC,Onslow County,"23,670"
37135,NC,Orange County,"17,049"
37137,NC,Pamlico County,"2,230"
37139,NC,Pasquotank County,"6,395"
37141,NC,Pender County,"8,683"
37143,NC,Perquimans County,"2,239"
37145,NC,Person County,"5,962"
37147,NC,Pitt County,"36,594"
37149,NC,Polk County,"2,912"
37151,NC,Randolph County,"20,481"
37153,NC,Richmond County,"10,900"
37155,NC,Robeson County,"35,835"
37157,NC,Rockingham County,"16,352"
37159,NC,Rowan County,"22,283"
37161,NC,Rutherford County,"12,096"
37163,NC,Sampson County,"12,114"
37165,NC,Scotland County,"9,033"
37167,NC,Stanly County,"7,733"
37169,NC,Stokes County,"5,664"
37171,NC,Surry County,"12,102"
37173,NC,Swain County,"2,357"
37175,NC,Transylvania County,"5,415"
37177,NC,Tyrrell County,966
37179,NC,Union County,"20,266"
37181,NC,Vance County,"10,552"
37183,NC,Wake County,"94,001"
37185,NC,Warren County,"4,999"
37187,NC,Washington County,"3,147"
37189,NC,Watauga County,"11,717"
37191,NC,Wayne County,"24,889"
37193,NC,Wilkes County,"11,378"
37195,NC,Wilson County,"17,798"
37197,NC,Yadkin County,"5,202"
37199,NC,Yancey County,"3,350"
38000,ND,North Dakota,"76,951"
38001,ND,Adams County,216
38003,ND,Barnes County,"1,137"
38005,ND,Benson County,"1,961"
38007,ND,Billings County,83
38009,ND,Bottineau County,701
38011,ND,Bowman County,262
38013,ND,Burke County,196
38015,ND,Burleigh County,"6,505"
38017,ND,Cass County,"18,151"
38019,ND,Cavalier County,364
38021,ND,Dickey County,527
38023,ND,Divide County,231
38025,ND,Dunn County,420
38027,ND,Eddy County,229
38029,ND,Emmons County,455
38031,ND,Foster County,287
38033,ND,Golden Valley County,173
38035,ND,Grand Forks County,"9,318"
38037,ND,Grant County,367
38039,ND,Griggs County,213
38041,ND,Hettinger County,256
38043,ND,Kidder County,303
38045,ND,LaMoure County,468
38047,ND,Logan County,238
38049,ND,McHenry County,641
38051,ND,McIntosh County,309
38053,ND,McKenzie County,981
38055,ND,McLean County,880
38057,ND,Mercer County,561
38059,ND,Morton County,"2,679"
38061,ND,Mountrail County,964
38063,ND,Nelson County,333
38065,ND,Oliver County,191
38067,ND,Pembina County,629
38069,ND,Pierce County,522
38071,ND,Ramsey County,"1,556"
38073,ND,Ransom County,421
38075,ND,Renville County,205
38077,ND,Richland County,"1,558"
38079,ND,Rolette County,"3,861"
38081,ND,Sargent County,296
38083,ND,Sheridan County,222
38085,ND,Sioux County,"1,543"
38087,ND,Slope County,86
38089,ND,Stark County,"2,433"
38091,ND,Steele County,162
38093,ND,Stutsman County,"2,184"
38095,ND,Towner County,238
38097,ND,Traill County,642
38099,ND,Walsh County,"1,176"
38101,ND,Ward County,"5,903"
38103,ND,Wells County,419
38105,ND,Williams County,"2,292"
39000,OH,Ohio,"1,639,636"
39001,OH,Adams County,"5,543"
39003,OH,Allen County,"15,101"
39005,OH,Ashland County,"6,235"
39007,OH,Ashtabula County,"17,202"
39009,OH,Athens County,"16,044"
39011,OH,Auglaize County,"4,165"
39013,OH,Belmont County,"10,135"
39015,OH,Brown County,"7,196"
39017,OH,Butler County,"45,165"
39019,OH,Carroll County,"3,475"
39021,OH,Champaign County,"4,194"
39023,OH,Clark County,"20,643"
39025,OH,Clermont County,"21,281"
39027,OH,Clinton County,"5,426"
39029,OH,Columbiana County,"17,130"
39031,OH,Coshocton County,"4,581"
39033,OH,Crawford County,"5,753"
39035,OH,Cuyahoga County,"223,636"
39037,OH,Darke County,"5,438"
39039,OH,Defiance County,"3,876"
39041,OH,Delaware County,"9,083"
39043,OH,Erie County,"9,171"
39045,OH,Fairfield County,"14,445"
39047,OH,Fayette County,"4,489"
39049,OH,Franklin County,"205,476"
39051,OH,Fulton County,"3,719"
39053,OH,Gallia County,"5,995"
39055,OH,Geauga County,"5,451"
39057,OH,Greene County,"18,975"
39059,OH,Guernsey County,"7,161"
39061,OH,Hamilton County,"126,002"
39063,OH,Hancock County,"7,385"
39065,OH,Hardin County,"3,906"
39067,OH,Harrison County,"2,521"
39069,OH,Henry County,"2,258"
39071,OH,Highland County,"8,410"
39073,OH,Hocking County,"4,054"
39075,OH,Holmes County,"5,041"
39077,OH,Huron County,"7,043"
39079,OH,Jackson County,"5,780"
39081,OH,Jefferson County,"10,469"
39083,OH,Knox County,"7,294"
39085,OH,Lake County,"19,364"
39087,OH,Lawrence County,"10,771"
39089,OH,Licking County,"19,680"
39091,OH,Logan County,"5,420"
39093,OH,Lorain County,"36,828"
39095,OH,Lucas County,"83,600"
39097,OH,Madison County,"4,576"
39099,OH,Mahoning County,"41,625"
39101,OH,Marion County,"8,673"
39103,OH,Medina County,"11,394"
39105,OH,Meigs County,"4,815"
39107,OH,Mercer County,"3,308"
39109,OH,Miami County,"9,860"
39111,OH,Monroe County,"2,130"
39113,OH,Montgomery County,"93,949"
39115,OH,Morgan County,"2,714"
39117,OH,Morrow County,"4,214"
39119,OH,Muskingum County,"12,435"
39121,OH,Noble County,"1,744"
39123,OH,Ottawa County,"4,160"
39125,OH,Paulding County,"2,004"
39127,OH,Perry County,"6,029"
39129,OH,Pickaway County,"6,905"
39131,OH,Pike County,"5,660"
39133,OH,Portage County,"20,743"
39135,OH,Preble County,"4,494"
39137,OH,Putnam County,"2,796"
39139,OH,Richland County,"17,904"
39141,OH,Ross County,"13,224"
39143,OH,Sandusky County,"6,750"
39145,OH,Scioto County,"16,051"
39147,OH,Seneca County,"6,782"
39149,OH,Shelby County,"4,490"
39151,OH,Stark County,"48,072"
39153,OH,Summit County,"72,687"
39155,OH,Trumbull County,"34,839"
39157,OH,Tuscarawas County,"11,525"
39159,OH,Union County,"3,194"
39161,OH,Van Wert County,"2,489"
39163,OH,Vinton County,"2,661"
39165,OH,Warren County,"11,823"
39167,OH,Washington County,"8,100"
39169,OH,Wayne County,"13,372"
39171,OH,Williams County,"3,496"
39173,OH,Wood County,"14,060"
39175,OH,Wyandot County,"1,881"
40000,OK,Oklahoma,"615,050"
40001,OK,Adair County,"6,347"
40003,OK,Alfalfa County,750
40005,OK,Atoka County,"2,596"
40007,OK,Beaver County,614
40009,OK,Beckham County,"3,515"
40011,OK,Blaine County,"1,682"
40013,OK,Bryan County,"7,519"
40015,OK,Caddo County,"5,877"
40017,OK,Canadian County,"11,232"
40019,OK,Carter County,"7,799"
40021,OK,Cherokee County,"10,863"
40023,OK,Choctaw County,"3,922"
40025,OK,Cimarron County,381
40027,OK,Cleveland County,"33,109"
40029,OK,Coal County,"1,222"
40031,OK,Comanche County,"18,024"
40033,OK,Cotton County,994
40035,OK,Craig County,"2,423"
40037,OK,Creek County,"10,895"
40039,OK,Custer County,"4,984"
40041,OK,Delaware County,"7,294"
40043,OK,Dewey County,623
40045,OK,Ellis County,523
40047,OK,Garfield County,"8,920"
40049,OK,Garvin County,"4,791"
40051,OK,Grady County,"7,032"
40053,OK,Grant County,581
40055,OK,Greer County,"1,295"
40057,OK,Harmon County,679
40059,OK,Harper County,388
40061,OK,Haskell County,"2,673"
40063,OK,Hughes County,"2,978"
40065,OK,Jackson County,"4,756"
40067,OK,Jefferson County,"1,346"
40069,OK,Johnston County,"2,355"
40071,OK,Kay County,"7,252"
40073,OK,Kingfisher County,"1,605"
40075,OK,Kiowa County,"1,981"
40077,OK,Latimer County,"2,062"
40079,OK,Le Flore County,"10,398"
40081,OK,Lincoln County,"5,477"
40083,OK,Logan County,"6,510"
40085,OK,Love County,"1,376"
40087,OK,McClain County,"4,137"
40089,OK,McCurtain County,"8,299"
40091,OK,McIntosh County,"4,133"
40093,OK,Major County,925
40095,OK,Marshall County,"2,499"
40097,OK,Mayes County,"7,066"
40099,OK,Murray County,"1,816"
40101,OK,Muskogee County,"14,106"
40103,OK,Noble County,"1,499"
40105,OK,Nowata County,"1,776"
40107,OK,Okfuskee County,"2,792"
40109,OK,Oklahoma County,"124,834"
40111,OK,Okmulgee County,"7,817"
40113,OK,Osage County,"7,139"
40115,OK,Ottawa County,"5,858"
40117,OK,Pawnee County,"2,696"
40119,OK,Payne County,"18,413"
40121,OK,Pittsburg County,"6,007"
40123,OK,Pontotoc County,"5,983"
40125,OK,Pottawatomie County,"12,400"
40127,OK,Pushmataha County,"2,402"
40129,OK,Roger Mills County,469
40131,OK,Rogers County,"8,185"
40133,OK,Seminole County,"5,562"
40135,OK,Sequoyah County,"7,978"
40137,OK,Stephens County,"7,254"
40139,OK,Texas County,"2,861"
40141,OK,Tillman County,"1,689"
40143,OK,Tulsa County,"99,417"
40145,OK,Wagoner County,"8,725"
40147,OK,Washington County,"7,333"
40149,OK,Washita County,"1,784"
40151,OK,Woods County,"1,105"
40153,OK,Woodward County,"2,451"
41000,OR,Oregon,"538,169"
41001,OR,Baker County,"2,762"
41003,OR,Benton County,"15,546"
41005,OR,Clackamas County,"35,366"
41007,OR,Clatsop County,"4,919"
41009,OR,Columbia County,"5,537"
41011,OR,Coos County,"10,946"
41013,OR,Crook County,"3,192"
41015,OR,Curry County,"3,171"
41017,OR,Deschutes County,"19,113"
41019,OR,Douglas County,"16,692"
41021,OR,Gilliam County,223
41023,OR,Grant County,"1,132"
41025,OR,Harney County,"1,171"
41027,OR,Hood River County,"2,459"
41029,OR,Jackson County,"31,189"
41031,OR,Jefferson County,"3,838"
41033,OR,Josephine County,"15,239"
41035,OR,Klamath County,"12,408"
41037,OR,Lake County,"1,122"
41039,OR,Lane County,"66,339"
41041,OR,Lincoln County,"9,289"
41043,OR,Linn County,"15,975"
41045,OR,Malheur County,"6,222"
41047,OR,Marion County,"44,581"
41049,OR,Morrow County,"1,668"
41051,OR,Multnomah County,"111,262"
41053,OR,Polk County,"9,681"
41055,OR,Sherman County,208
41057,OR,Tillamook County,"3,300"
41059,OR,Umatilla County,"11,369"
41061,OR,Union County,"4,058"
41063,OR,Wallowa County,"1,000"
41065,OR,Wasco County,"3,624"
41067,OR,Washington County,"51,702"
41069,OR,Wheeler County,258
41071,OR,Yamhill County,"11,607"
42000,PA,Pennsylvania,"1,589,584"
42001,PA,Adams County,"9,218"
42003,PA,Allegheny County,"137,017"
42005,PA,Armstrong County,"9,100"
42007,PA,Beaver County,"15,998"
42009,PA,Bedford County,"6,550"
42011,PA,Berks County,"52,766"
42013,PA,Blair County,"16,430"
42015,PA,Bradford County,"6,904"
42017,PA,Bucks County,"40,872"
42019,PA,Butler County,"13,334"
42021,PA,Cambria County,"20,033"
42023,PA,Cameron County,655
42025,PA,Carbon County,"8,210"
42027,PA,Centre County,"24,173"
42029,PA,Chester County,"35,349"
42031,PA,Clarion County,"5,628"
42033,PA,Clearfield County,"10,543"
42035,PA,Clinton County,"6,543"
42037,PA,Columbia County,"8,349"
42039,PA,Crawford County,"11,832"
42041,PA,Cumberland County,"18,620"
42043,PA,Dauphin County,"30,247"
42045,PA,Delaware County,"58,546"
42047,PA,Elk County,"3,025"
42049,PA,Erie County,"41,331"
42051,PA,Fayette County,"22,645"
42053,PA,Forest County,"1,172"
42055,PA,Franklin County,"13,779"
42057,PA,Fulton County,"1,527"
42059,PA,Greene County,"5,362"
42061,PA,Huntingdon County,"5,522"
42063,PA,Indiana County,"16,198"
42065,PA,Jefferson County,"5,743"
42067,PA,Juniata County,"2,490"
42069,PA,Lackawanna County,"28,739"
42071,PA,Lancaster County,"56,082"
42073,PA,Lawrence County,"11,672"
42075,PA,Lebanon County,"13,361"
42077,PA,Lehigh County,"48,796"
42079,PA,Luzerne County,"44,618"
42081,PA,Lycoming County,"16,033"
42083,PA,Mc Kean County,"6,711"
42085,PA,Mercer County,"17,133"
42087,PA,Mifflin County,"6,711"
42089,PA,Monroe County,"19,303"
42091,PA,Montgomery County,"49,697"
42093,PA,Montour County,"1,966"
42095,PA,Northampton County,"27,078"
42097,PA,Northumberland County,"12,924"
42099,PA,Perry County,"4,082"
42101,PA,Philadelphia County,"384,148"
42103,PA,Pike County,"5,397"
42105,PA,Potter County,"2,335"
42107,PA,Schuylkill County,"17,479"
42109,PA,Snyder County,"4,775"
42111,PA,Somerset County,"9,885"
42113,PA,Sullivan County,768
42115,PA,Susquehanna County,"5,117"
42117,PA,Tioga County,"5,289"
42119,PA,Union County,"4,284"
42121,PA,Venango County,"7,507"
42123,PA,Warren County,"6,007"
42125,PA,Washington County,"19,752"
42127,PA,Wayne County,"6,427"
42129,PA,Westmoreland County,"34,269"
42131,PA,Wyoming County,"3,021"
42133,PA,York County,"42,508"
44000,RI,Rhode Island,"134,683"
44001,RI,Bristol County,"3,833"
44003,RI,Kent County,"15,726"
44005,RI,Newport County,"7,120"
44007,RI,Providence County,"96,214"
44009,RI,Washington County,"11,789"
45000,SC,South Carolina,"739,574"
45001,SC,Abbeville County,"3,689"
45003,SC,Aiken County,"28,039"
45005,SC,Allendale County,"3,013"
45007,SC,Anderson County,"29,703"
45009,SC,Bamberg County,"3,885"
45011,SC,Barnwell County,"4,789"
45013,SC,Beaufort County,"18,326"
45015,SC,Berkeley County,"25,313"
45017,SC,Calhoun County,"2,370"
45019,SC,Charleston County,"57,691"
45021,SC,Cherokee County,"10,318"
45023,SC,Chester County,"6,328"
45025,SC,Chesterfield County,"9,310"
45027,SC,Clarendon County,"8,045"
45029,SC,Colleton County,"8,774"
45031,SC,Darlington County,"13,878"
45033,SC,Dillon County,"7,757"
